"Sales_Order #","Date","Day","Month","Year","Customer_Age","Age_Group","Customer_Gender","Country","State","Product_Category","Sub_Category","Product","Order_Quantity","Unit_Cost","Unit_Price","Profit","Cost","Revenue"
"000261627","44522","22","November","2021","45","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-650 Black, 60","2","713","1120","814","1426","2240"
"000261628","44522","22","November","2021","48","Adults (35-64)","M","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 46","2","713","1120","814","1426","2240"
"000261629","44522","22","November","2021","18","Youth (<25)","F","Australia","Queensland","Bikes","Road Bikes","Road-150 Red, 62","1","713","1120","407","713","1120"
"000261630","44522","22","November","2021","32","Young Adults (25-34)","F","United States","California","Bikes","Road Bikes","Road-650 Red, 62","1","713","1120","407","713","1120"
"000261631","44523","23","November","2021","27","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Road Bikes","Road-550-W Yellow, 48","4","713","1120","1628","2852","4480"
"000261632","44523","23","November","2021","30","Young Adults (25-34)","F","United States","California","Bikes","Road Bikes","Road-650 Black, 58","4","713","1120","1628","2852","4480"
"000261633","44523","23","November","2021","17","Youth (<25)","M","Australia","New South Wales","Bikes","Road Bikes","Road-650 Red, 48","1","713","1120","407","713","1120"
"000261634","44523","23","November","2021","24","Youth (<25)","F","United States","Washington","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000261635","44523","23","November","2021","29","Young Adults (25-34)","F","United States","Washington","Bikes","Road Bikes","Road-250 Red, 48","1","713","1120","407","713","1120"
"000261636","44524","24","November","2021","22","Youth (<25)","M","Australia","Victoria","Bikes","Road Bikes","Road-650 Black, 44","3","713","1120","1221","2139","3360"
"000261637","44524","24","November","2021","34","Young Adults (25-34)","F","France","Nord","Bikes","Road Bikes","Road-150 Red, 62","3","713","1120","1221","2139","3360"
"000261638","44524","24","November","2021","28","Young Adults (25-34)","F","United States","Oregon","Bikes","Mountain Bikes","Mountain-200 Silver, 38","2","713","1120","814","1426","2240"
"000261639","44524","24","November","2021","37","Adults (35-64)","F","United States","Washington","Bikes","Road Bikes","Road-350-W Yellow, 44","2","713","1120","814","1426","2240"
"000261640","44524","24","November","2021","23","Youth (<25)","M","United States","California","Bikes","Mountain Bikes","Mountain-200 Silver, 38","1","713","1120","407","713","1120"
"000261641","44524","24","November","2021","23","Youth (<25)","M","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 58","1","713","1120","407","713","1120"
"000261642","44524","24","November","2021","33","Young Adults (25-34)","F","United States","Oregon","Bikes","Road Bikes","Road-550-W Yellow, 38","1","713","1120","407","713","1120"
"000261643","44524","24","November","2021","39","Adults (35-64)","F","Australia","Victoria","Bikes","Road Bikes","Road-150 Red, 56","1","713","1120","407","713","1120"
"000261644","44524","24","November","2021","46","Adults (35-64)","F","United Kingdom","England","Bikes","Road Bikes","Road-250 Black, 58","1","713","1120","407","713","1120"
"000261645","44524","24","November","2021","48","Adults (35-64)","M","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000261646","44525","25","November","2021","27","Young Adults (25-34)","M","Australia","Queensland","Bikes","Road Bikes","Road-250 Black, 44","3","713","1120","1221","2139","3360"
"000261647","44525","25","November","2021","28","Young Adults (25-34)","F","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 48","3","713","1120","1221","2139","3360"
"000261648","44525","25","November","2021","29","Young Adults (25-34)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Silver, 42","3","713","1120","1221","2139","3360"
"000261649","44525","25","November","2021","19","Youth (<25)","F","Australia","New South Wales","Bikes","Road Bikes","Road-150 Red, 48","2","713","1120","814","1426","2240"
"000261650","44525","25","November","2021","22","Youth (<25)","M","United States","California","Bikes","Road Bikes","Road-250 Red, 44","1","713","1120","407","713","1120"
"000261651","44525","25","November","2021","29","Young Adults (25-34)","F","France","Nord","Bikes","Road Bikes","Road-650 Black, 58","1","713","1120","407","713","1120"
"000261652","44525","25","November","2021","42","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-650 Red, 58","1","713","1120","407","713","1120"
"000261653","44525","25","November","2021","46","Adults (35-64)","F","United States","Washington","Bikes","Mountain Bikes","Mountain-200 Silver, 46","1","713","1120","407","713","1120"
"000261654","44526","26","November","2021","27","Young Adults (25-34)","F","United Kingdom","England","Bikes","Road Bikes","Road-350-W Yellow, 48","3","713","1120","1221","2139","3360"
"000261655","44526","26","November","2021","29","Young Adults (25-34)","M","Germany","Saarland","Bikes","Road Bikes","Road-150 Red, 52","2","713","1120","814","1426","2240"
"000261656","44526","26","November","2021","17","Youth (<25)","F","Australia","New South Wales","Bikes","Road Bikes","Road-650 Red, 58","1","713","1120","407","713","1120"
"000261657","44526","26","November","2021","36","Adults (35-64)","M","Germany","Hessen","Bikes","Mountain Bikes","Mountain-200 Black, 38","1","713","1120","407","713","1120"
"000261658","44526","26","November","2021","41","Adults (35-64)","F","Germany","Nordrhein-Westfalen","Bikes","Mountain Bikes","Mountain-200 Silver, 46","1","713","1120","407","713","1120"
"000261659","44526","26","November","2021","61","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-150 Red, 52","1","713","1120","407","713","1120"
"000261660","44527","27","November","2021","28","Young Adults (25-34)","F","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 48","4","713","1120","1628","2852","4480"
"000261661","44527","27","November","2021","26","Young Adults (25-34)","M","France","Seine Saint Denis","Bikes","Road Bikes","Road-350-W Yellow, 40","3","713","1120","1221","2139","3360"
"000261662","44527","27","November","2021","27","Young Adults (25-34)","M","Canada","British Columbia","Bikes","Road Bikes","Road-650 Red, 44","3","713","1120","1221","2139","3360"
"000261663","44527","27","November","2021","39","Adults (35-64)","F","France","Nord","Bikes","Road Bikes","Road-350-W Yellow, 40","3","713","1120","1221","2139","3360"
"000261664","44527","27","November","2021","56","Adults (35-64)","F","United States","Washington","Bikes","Road Bikes","Road-750 Black, 52","3","713","1120","1221","2139","3360"
"000261665","44527","27","November","2021","24","Youth (<25)","F","Australia","Victoria","Bikes","Road Bikes","Road-550-W Yellow, 40","2","713","1120","814","1426","2240"
"000261666","44527","27","November","2021","27","Young Adults (25-34)","M","Canada","British Columbia","Bikes","Road Bikes","Road-650 Red, 44","2","713","1120","814","1426","2240"
"000261667","44527","27","November","2021","29","Young Adults (25-34)","M","France","Seine Saint Denis","Bikes","Road Bikes","Road-250 Red, 58","2","713","1120","814","1426","2240"
"000261668","44527","27","November","2021","49","Adults (35-64)","F","Canada","British Columbia","Bikes","Road Bikes","Road-250 Red, 48","2","713","1120","814","1426","2240"
"000261669","44527","27","November","2021","24","Youth (<25)","F","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261670","44527","27","November","2021","25","Young Adults (25-34)","M","Australia","New South Wales","Bikes","Road Bikes","Road-550-W Yellow, 44","1","713","1120","407","713","1120"
"000261671","44527","27","November","2021","27","Young Adults (25-34)","M","Canada","British Columbia","Bikes","Road Bikes","Road-650 Red, 44","1","713","1120","407","713","1120"
"000261672","44527","27","November","2021","29","Young Adults (25-34)","F","United States","Washington","Bikes","Road Bikes","Road-250 Red, 48","1","713","1120","407","713","1120"
"000261673","44527","27","November","2021","38","Adults (35-64)","M","France","Seine (Paris)","Bikes","Road Bikes","Road-350-W Yellow, 42","1","713","1120","407","713","1120"
"000261674","44528","28","November","2021","20","Youth (<25)","M","Australia","New South Wales","Bikes","Road Bikes","Road-750 Black, 52","3","713","1120","1221","2139","3360"
"000261675","44528","28","November","2021","40","Adults (35-64)","F","Australia","Queensland","Bikes","Mountain Bikes","Mountain-200 Black, 38","2","713","1120","814","1426","2240"
"000261676","44528","28","November","2021","59","Adults (35-64)","F","United Kingdom","England","Bikes","Road Bikes","Road-250 Red, 48","2","713","1120","814","1426","2240"
"000261677","44528","28","November","2021","27","Young Adults (25-34)","F","Canada","British Columbia","Bikes","Road Bikes","Road-550-W Yellow, 48","1","713","1120","407","713","1120"
"000261678","44528","28","November","2021","28","Young Adults (25-34)","F","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 48","1","713","1120","407","713","1120"
"000261679","44528","28","November","2021","31","Young Adults (25-34)","M","United States","Washington","Bikes","Road Bikes","Road-650 Black, 48","1","713","1120","407","713","1120"
"000261680","44529","29","November","2021","17","Youth (<25)","F","Australia","Tasmania","Bikes","Road Bikes","Road-750 Black, 48","4","713","1120","1628","2852","4480"
"000261681","44529","29","November","2021","21","Youth (<25)","M","Australia","South Australia","Bikes","Road Bikes","Road-250 Black, 52","4","713","1120","1628","2852","4480"
"000261682","44529","29","November","2021","24","Youth (<25)","F","Australia","Tasmania","Bikes","Road Bikes","Road-550-W Yellow, 48","3","713","1120","1221","2139","3360"
"000261683","44529","29","November","2021","17","Youth (<25)","M","France","Nord","Bikes","Mountain Bikes","Mountain-200 Silver, 46","1","713","1120","407","713","1120"
"000261684","44529","29","November","2021","29","Young Adults (25-34)","M","France","Seine (Paris)","Bikes","Road Bikes","Road-650 Black, 60","1","713","1120","407","713","1120"
"000261685","44529","29","November","2021","44","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-550-W Yellow, 48","1","713","1120","407","713","1120"
"000261686","44530","30","November","2021","29","Young Adults (25-34)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Silver, 42","4","713","1120","1628","2852","4480"
"000261687","44530","30","November","2021","60","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 44","4","713","1120","1628","2852","4480"
"000261688","44530","30","November","2021","17","Youth (<25)","M","Australia","New South Wales","Bikes","Road Bikes","Road-650 Red, 48","3","713","1120","1221","2139","3360"
"000261689","44530","30","November","2021","18","Youth (<25)","M","Germany","Bayern","Bikes","Road Bikes","Road-250 Red, 58","2","713","1120","814","1426","2240"
"000261690","44530","30","November","2021","30","Young Adults (25-34)","M","United States","Washington","Bikes","Road Bikes","Road-650 Red, 58","2","713","1120","814","1426","2240"
"000261691","44530","30","November","2021","36","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-650 Red, 62","1","713","1120","407","713","1120"
"000261692","44530","30","November","2021","41","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-150 Red, 48","1","713","1120","407","713","1120"
"000261693","44530","30","November","2021","46","Adults (35-64)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Silver, 46","1","713","1120","407","713","1120"
"000261694","44530","30","November","2021","57","Adults (35-64)","M","United States","California","Bikes","Road Bikes","Road-250 Red, 58","1","713","1120","407","713","1120"
"000261695","44531","1","December","2021","39","Adults (35-64)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 46","4","713","1120","1628","2852","4480"
"000261696","44531","1","December","2021","42","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-750 Black, 44","3","713","1120","1221","2139","3360"
"000261697","44531","1","December","2021","36","Adults (35-64)","F","Germany","Brandenburg","Bikes","Road Bikes","Road-550-W Yellow, 42","2","713","1120","814","1426","2240"
"000261698","44531","1","December","2021","20","Youth (<25)","M","Germany","Hamburg","Bikes","Road Bikes","Road-250 Red, 58","1","713","1120","407","713","1120"
"000261699","44531","1","December","2021","23","Youth (<25)","M","United Kingdom","England","Bikes","Road Bikes","Road-150 Red, 52","1","713","1120","407","713","1120"
"000261700","44531","1","December","2021","23","Youth (<25)","F","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261701","44531","1","December","2021","28","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 52","1","713","1120","407","713","1120"
"000261702","44531","1","December","2021","28","Young Adults (25-34)","F","United States","California","Bikes","Road Bikes","Road-750 Black, 44","1","713","1120","407","713","1120"
"000261703","44531","1","December","2021","31","Young Adults (25-34)","F","Australia","South Australia","Bikes","Road Bikes","Road-250 Black, 48","1","713","1120","407","713","1120"
"000261704","44531","1","December","2021","34","Young Adults (25-34)","M","Australia","New South Wales","Bikes","Road Bikes","Road-350-W Yellow, 48","1","713","1120","407","713","1120"
"000261705","44531","1","December","2021","44","Adults (35-64)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Silver, 42","1","713","1120","407","713","1120"
"000261706","44532","2","December","2021","39","Adults (35-64)","F","United Kingdom","England","Bikes","Road Bikes","Road-750 Black, 48","4","713","1120","1628","2852","4480"
"000261707","44532","2","December","2021","44","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-250 Red, 52","4","713","1120","1628","2852","4480"
"000261708","44532","2","December","2021","41","Adults (35-64)","M","Australia","New South Wales","Bikes","Road Bikes","Road-750 Black, 48","3","713","1120","1221","2139","3360"
"000261709","44532","2","December","2021","29","Young Adults (25-34)","F","France","Seine (Paris)","Bikes","Road Bikes","Road-550-W Yellow, 42","2","713","1120","814","1426","2240"
"000261710","44532","2","December","2021","35","Adults (35-64)","M","Australia","New South Wales","Bikes","Road Bikes","Road-350-W Yellow, 42","2","713","1120","814","1426","2240"
"000261711","44532","2","December","2021","37","Adults (35-64)","M","United States","California","Bikes","Mountain Bikes","Mountain-400-W Silver, 46","2","713","1120","814","1426","2240"
"000261712","44532","2","December","2021","28","Young Adults (25-34)","F","United States","Washington","Bikes","Road Bikes","Road-550-W Yellow, 44","1","713","1120","407","713","1120"
"000261713","44532","2","December","2021","31","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-400-W Silver, 42","1","713","1120","407","713","1120"
"000261714","44532","2","December","2021","31","Young Adults (25-34)","F","United States","California","Bikes","Road Bikes","Road-650 Black, 62","1","713","1120","407","713","1120"
"000261715","44533","3","December","2021","31","Young Adults (25-34)","F","United States","California","Bikes","Road Bikes","Road-650 Black, 62","4","713","1120","1628","2852","4480"
"000261716","44533","3","December","2021","41","Adults (35-64)","F","United States","Washington","Bikes","Road Bikes","Road-250 Black, 52","4","713","1120","1628","2852","4480"
"000261717","44533","3","December","2021","47","Adults (35-64)","M","Australia","New South Wales","Bikes","Road Bikes","Road-750 Black, 58","4","713","1120","1628","2852","4480"
"000261718","44533","3","December","2021","59","Adults (35-64)","F","United Kingdom","England","Bikes","Road Bikes","Road-250 Red, 48","4","713","1120","1628","2852","4480"
"000261719","44533","3","December","2021","28","Young Adults (25-34)","M","France","Essonne","Bikes","Road Bikes","Road-350-W Yellow, 44","3","713","1120","1221","2139","3360"
"000261720","44533","3","December","2021","34","Young Adults (25-34)","F","France","Seine (Paris)","Bikes","Road Bikes","Road-150 Red, 62","3","713","1120","1221","2139","3360"
"000261721","44533","3","December","2021","24","Youth (<25)","M","Germany","Hamburg","Bikes","Road Bikes","Road-250 Black, 44","2","713","1120","814","1426","2240"
"000261722","44533","3","December","2021","34","Young Adults (25-34)","F","Australia","Tasmania","Bikes","Road Bikes","Road-550-W Yellow, 40","2","713","1120","814","1426","2240"
"000261723","44533","3","December","2021","37","Adults (35-64)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 46","2","713","1120","814","1426","2240"
"000261724","44533","3","December","2021","24","Youth (<25)","F","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Black, 38","1","713","1120","407","713","1120"
"000261725","44533","3","December","2021","28","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Road Bikes","Road-250 Black, 52","1","713","1120","407","713","1120"
"000261726","44533","3","December","2021","28","Young Adults (25-34)","M","France","Seine (Paris)","Bikes","Road Bikes","Road-550-W Yellow, 44","1","713","1120","407","713","1120"
"000261727","44533","3","December","2021","34","Young Adults (25-34)","F","United Kingdom","England","Bikes","Road Bikes","Road-350-W Yellow, 42","1","713","1120","407","713","1120"
"000261728","44533","3","December","2021","37","Adults (35-64)","M","United States","Washington","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000261729","44533","3","December","2021","45","Adults (35-64)","F","Australia","New South Wales","Bikes","Road Bikes","Road-550-W Yellow, 40","1","713","1120","407","713","1120"
"000261730","44533","3","December","2021","54","Adults (35-64)","M","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 44","1","713","1120","407","713","1120"
"000261731","44534","4","December","2021","31","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-400-W Silver, 42","4","713","1120","1628","2852","4480"
"000261732","44534","4","December","2021","22","Youth (<25)","F","United States","Oregon","Bikes","Road Bikes","Road-250 Black, 44","1","713","1120","407","713","1120"
"000261733","44534","4","December","2021","27","Young Adults (25-34)","M","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261734","44535","5","December","2021","39","Adults (35-64)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 46","4","713","1120","1628","2852","4480"
"000261735","44535","5","December","2021","42","Adults (35-64)","M","Germany","Nordrhein-Westfalen","Bikes","Mountain Bikes","Mountain-200 Black, 38","4","713","1120","1628","2852","4480"
"000261736","44535","5","December","2021","60","Adults (35-64)","M","United States","California","Bikes","Road Bikes","Road-150 Red, 48","4","713","1120","1628","2852","4480"
"000261737","44535","5","December","2021","27","Young Adults (25-34)","M","France","Yveline","Bikes","Road Bikes","Road-150 Red, 44","3","713","1120","1221","2139","3360"
"000261738","44535","5","December","2021","29","Young Adults (25-34)","M","Australia","New South Wales","Bikes","Road Bikes","Road-750 Black, 44","2","713","1120","814","1426","2240"
"000261739","44535","5","December","2021","48","Adults (35-64)","M","Canada","British Columbia","Bikes","Road Bikes","Road-750 Black, 48","2","713","1120","814","1426","2240"
"000261740","44535","5","December","2021","28","Young Adults (25-34)","F","United States","California","Bikes","Road Bikes","Road-750 Black, 44","1","713","1120","407","713","1120"
"000261741","44535","5","December","2021","28","Young Adults (25-34)","F","Canada","British Columbia","Bikes","Road Bikes","Road-250 Red, 48","1","713","1120","407","713","1120"
"000261742","44535","5","December","2021","29","Young Adults (25-34)","M","France","Hauts de Seine","Bikes","Road Bikes","Road-150 Red, 62","1","713","1120","407","713","1120"
"000261743","44535","5","December","2021","35","Adults (35-64)","F","Australia","Queensland","Bikes","Mountain Bikes","Mountain-200 Silver, 38","1","713","1120","407","713","1120"
"000261744","44535","5","December","2021","37","Adults (35-64)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000261745","44535","5","December","2021","41","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-150 Red, 48","1","713","1120","407","713","1120"
"000261746","44535","5","December","2021","57","Adults (35-64)","M","Australia","New South Wales","Bikes","Road Bikes","Road-150 Red, 52","1","713","1120","407","713","1120"
"000261747","44536","6","December","2021","23","Youth (<25)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-400-W Silver, 46","3","713","1120","1221","2139","3360"
"000261748","44536","6","December","2021","23","Youth (<25)","M","France","Seine Saint Denis","Bikes","Road Bikes","Road-150 Red, 56","2","713","1120","814","1426","2240"
"000261749","44536","6","December","2021","26","Young Adults (25-34)","F","France","Nord","Bikes","Road Bikes","Road-350-W Yellow, 40","1","713","1120","407","713","1120"
"000261750","44536","6","December","2021","27","Young Adults (25-34)","M","Canada","British Columbia","Bikes","Mountain Bikes","Mountain-200 Black, 46","1","713","1120","407","713","1120"
"000261751","44536","6","December","2021","36","Adults (35-64)","M","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-200 Black, 42","1","713","1120","407","713","1120"
"000261752","44536","6","December","2021","47","Adults (35-64)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Silver, 38","1","713","1120","407","713","1120"
"000261753","44537","7","December","2021","26","Young Adults (25-34)","M","Australia","Queensland","Bikes","Road Bikes","Road-550-W Yellow, 42","4","713","1120","1628","2852","4480"
"000261754","44537","7","December","2021","30","Young Adults (25-34)","M","United States","California","Bikes","Mountain Bikes","Mountain-400-W Silver, 38","4","713","1120","1628","2852","4480"
"000261755","44537","7","December","2021","36","Adults (35-64)","F","Germany","Nordrhein-Westfalen","Bikes","Road Bikes","Road-150 Red, 62","4","713","1120","1628","2852","4480"
"000261756","44537","7","December","2021","37","Adults (35-64)","F","Australia","South Australia","Bikes","Road Bikes","Road-350-W Yellow, 40","4","713","1120","1628","2852","4480"
"000261757","44537","7","December","2021","45","Adults (35-64)","M","Germany","Hamburg","Bikes","Road Bikes","Road-750 Black, 48","4","713","1120","1628","2852","4480"
"000261758","44537","7","December","2021","25","Young Adults (25-34)","M","United Kingdom","England","Bikes","Road Bikes","Road-250 Red, 58","3","713","1120","1221","2139","3360"
"000261759","44537","7","December","2021","38","Adults (35-64)","M","United States","California","Bikes","Mountain Bikes","Mountain-200 Silver, 42","2","713","1120","814","1426","2240"
"000261760","44537","7","December","2021","43","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-150 Red, 44","2","713","1120","814","1426","2240"
"000261761","44537","7","December","2021","19","Youth (<25)","M","United States","California","Bikes","Road Bikes","Road-550-W Yellow, 42","1","713","1120","407","713","1120"
"000261762","44537","7","December","2021","25","Young Adults (25-34)","F","United Kingdom","England","Bikes","Road Bikes","Road-650 Black, 60","1","713","1120","407","713","1120"
"000261763","44537","7","December","2021","29","Young Adults (25-34)","M","Australia","Queensland","Bikes","Road Bikes","Road-250 Black, 52","1","713","1120","407","713","1120"
"000261764","44537","7","December","2021","33","Young Adults (25-34)","M","France","Somme","Bikes","Road Bikes","Road-250 Black, 48","1","713","1120","407","713","1120"
"000261765","44537","7","December","2021","36","Adults (35-64)","F","Australia","New South Wales","Bikes","Road Bikes","Road-350-W Yellow, 40","1","713","1120","407","713","1120"
"000261766","44537","7","December","2021","41","Adults (35-64)","F","United States","California","Bikes","Road Bikes","Road-750 Black, 52","1","713","1120","407","713","1120"
"000261767","44537","7","December","2021","43","Adults (35-64)","M","Australia","Queensland","Bikes","Road Bikes","Road-150 Red, 52","1","713","1120","407","713","1120"
"000261768","44537","7","December","2021","45","Adults (35-64)","M","United States","Washington","Bikes","Road Bikes","Road-150 Red, 56","1","713","1120","407","713","1120"
"000261769","44537","7","December","2021","49","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-250 Red, 52","1","713","1120","407","713","1120"
"000261770","44538","8","December","2021","19","Youth (<25)","F","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-500 Silver, 42","4","713","1120","1628","2852","4480"
"000261771","44538","8","December","2021","25","Young Adults (25-34)","F","Australia","Victoria","Bikes","Road Bikes","Road-350-W Yellow, 48","4","713","1120","1628","2852","4480"
"000261772","44538","8","December","2021","27","Young Adults (25-34)","M","Australia","South Australia","Bikes","Road Bikes","Road-550-W Yellow, 38","4","713","1120","1628","2852","4480"
"000261773","44538","8","December","2021","30","Young Adults (25-34)","F","Canada","British Columbia","Bikes","Mountain Bikes","Mountain-200 Silver, 38","4","713","1120","1628","2852","4480"
"000261774","44538","8","December","2021","36","Adults (35-64)","F","Australia","New South Wales","Bikes","Road Bikes","Road-350-W Yellow, 40","4","713","1120","1628","2852","4480"
"000261775","44538","8","December","2021","40","Adults (35-64)","M","Australia","New South Wales","Bikes","Road Bikes","Road-250 Red, 58","4","713","1120","1628","2852","4480"
"000261776","44538","8","December","2021","39","Adults (35-64)","F","United States","Oregon","Bikes","Mountain Bikes","Mountain-200 Black, 42","2","713","1120","814","1426","2240"
"000261777","44538","8","December","2021","30","Young Adults (25-34)","F","Australia","Queensland","Bikes","Road Bikes","Road-350-W Yellow, 48","1","713","1120","407","713","1120"
"000261778","44538","8","December","2021","35","Adults (35-64)","F","United States","California","Bikes","Mountain Bikes","Mountain-500 Black, 42","1","713","1120","407","713","1120"
"000261779","44538","8","December","2021","45","Adults (35-64)","M","United Kingdom","England","Bikes","Road Bikes","Road-650 Black, 60","1","713","1120","407","713","1120"
"000261780","44538","8","December","2021","47","Adults (35-64)","F","Canada","British Columbia","Bikes","Road Bikes","Road-750 Black, 44","1","713","1120","407","713","1120"
"000261781","44539","9","December","2021","33","Young Adults (25-34)","F","Australia","Victoria","Bikes","Mountain Bikes","Mountain-100 Black, 38","2","713","1120","814","1426","2240"
"000261782","44539","9","December","2021","34","Young Adults (25-34)","M","Australia","Queensland","Bikes","Road Bikes","Road-250 Black, 58","2","713","1120","814","1426","2240"
"000261783","44539","9","December","2021","75","Seniors (64+)","M","United Kingdom","England","Bikes","Road Bikes","Road-250 Black, 48","2","713","1120","814","1426","2240"
"000261784","44539","9","December","2021","26","Young Adults (25-34)","F","Australia","New South Wales","Bikes","Road Bikes","Road-250 Red, 58","1","713","1120","407","713","1120"
"000261785","44539","9","December","2021","41","Adults (35-64)","F","Germany","Hamburg","Bikes","Mountain Bikes","Mountain-200 Silver, 42","1","713","1120","407","713","1120"
"000261786","44539","9","December","2021","42","Adults (35-64)","F","Australia","New South Wales","Bikes","Road Bikes","Road-150 Red, 62","1","713","1120","407","713","1120"
"000261787","44539","9","December","2021","42","Adults (35-64)","F","Germany","Hessen","Bikes","Road Bikes","Road-650 Red, 62","1","713","1120","407","713","1120"
"000261788","44540","10","December","2021","43","Adults (35-64)","F","Australia","Victoria","Bikes","Road Bikes","Road-350-W Yellow, 44","4","713","1120","1628","2852","4480"
"000261789","44540","10","December","2021","34","Young Adults (25-34)","M","United Kingdom","England","Bikes","Road Bikes","Road-550-W Yellow, 44","3","713","1120","1221","2139","3360"
"000261790","44540","10","December","2021","27","Young Adults (25-34)","F","Australia","Victoria","Bikes","Road Bikes","Road-250 Black, 44","2","713","1120","814","1426","2240"
"000261791","44540","10","December","2021","34","Young Adults (25-34)","F","United States","California","Bikes","Mountain Bikes","Mountain-200 Black, 42","2","713","1120","814","1426","2240"
"000261792","44540","10","December","2021","40","Adults (35-64)","M","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-200 Black, 42","2","713","1120","814","1426","2240"
"000261793","44540","10","December","2021","23","Youth (<25)","F","United States","Washington","Bikes","Road Bikes","Road-150 Red, 48","1","713","1120","407","713","1120"
"000261794","44540","10","December","2021","26","Young Adults (25-34)","M","United Kingdom","England","Bikes","Mountain Bikes","Mountain-200 Black, 38","1","713","1120","407","713","1120"
"000261795","44540","10","December","2021","34","Young Adults (25-34)","M","United States","California","Bikes","Mountain Bikes","Mountain-500 Black, 40","1","713","1120","407","713","1120"
"000261796","44540","10","December","2021","34","Young Adults (25-34)","F","United States","Washington","Bikes","Mountain Bikes","Mountain-100 Silver, 44","1","713","1120","407","713","1120"
"000261797","44540","10","December","2021","38","Adults (35-64)","M","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-200 Black, 38","1","713","1120","407","713","1120"
"000261798","44541","11","December","2021","24","Youth (<25)","M","France","Seine Saint Denis","Bikes","Road Bikes","Road-250 Black, 52","4","713","1120","1628","2852","4480"
"000261799","44541","11","December","2021","56","Adults (35-64)","M","United States","California","Bikes","Road Bikes","Road-250 Red, 58","4","713","1120","1628","2852","4480"
"000261800","44541","11","December","2021","24","Youth (<25)","F","France","Seine (Paris)","Bikes","Mountain Bikes","Mountain-200 Black, 38","3","713","1120","1221","2139","3360"
"000261801","44541","11","December","2021","27","Young Adults (25-34)","F","France","Seine Saint Denis","Bikes","Road Bikes","Road-250 Red, 58","3","713","1120","1221","2139","3360"
"000261802","44541","11","December","2021","41","Adults (35-64)","M","United States","California","Bikes","Road Bikes","Road-750 Black, 48","3","713","1120","1221","2139","3360"
"000261803","44541","11","December","2021","36","Adults (35-64)","F","Australia","Queensland","Bikes","Road Bikes","Road-350-W Yellow, 44","2","713","1120","814","1426","2240"
"000261804","44541","11","December","2021","41","Adults (35-64)","F","Australia","New South Wales","Bikes","Mountain Bikes","Mountain-400-W Silver, 38","2","713","1120","814","1426","2240"
