invoice_code,customer_code,product_code,client_code,invoice_date,product_price,product_cost,sold_quantity,sub_total,discount,net_sales,tax_amount,total_amount,net_profit_or_gross_amount,net_cash_flow
2026-09-18_1195,39,1090,4000,2026-08-19,61.0,45.0,1,61.0,3.05,57.95,5.8,63.75,12.95,12.95
2026-09-18_1195,39,1062,4000,2026-08-19,60.0,47.0,1,60.0,3.0,57.0,5.7,62.7,10.0,10.0
2026-10-03_1196,19,1037,4000,2026-09-03,90.0,55.0,3,270.0,13.5,256.5,25.65,282.15,91.5,91.5
2026-10-03_1196,19,1094,4000,2026-09-03,82.0,72.0,1,82.0,4.1,77.9,7.79,85.69,5.9,5.9
2026-09-08_1197,50,1051,4000,2026-08-09,97.0,81.0,5,485.0,24.25,460.75,46.08,506.83,55.75,55.75
2026-09-08_1197,50,1076,4000,2026-08-09,57.0,47.0,9,513.0,25.65,487.35,48.74,536.09,64.35,64.35
2026-09-29_1198,44,1035,4000,2026-08-30,88.0,76.0,7,616.0,30.8,585.2,58.52,643.72,53.2,53.2
2026-09-29_1198,44,1075,4000,2026-08-30,80.0,64.0,5,400.0,20.0,380.0,38.0,418.0,60.0,60.0
2026-09-25_1199,24,1015,4000,2026-08-26,56.0,28.0,3,168.0,8.4,159.6,15.96,175.56,75.6,75.6
2026-09-25_1199,24,1032,4000,2026-08-26,51.0,31.0,2,102.0,5.1,96.9,9.69,106.59,34.9,34.9
2026-09-19_1200,44,1070,4000,2026-08-20,68.0,57.0,2,136.0,6.8,129.2,12.92,142.12,15.2,15.2
2026-09-19_1200,44,1049,4000,2026-08-20,75.0,54.0,8,600.0,30.0,570.0,57.0,627.0,138.0,138.0
2026-09-24_1201,34,1069,4000,2026-08-25,55.0,37.0,8,440.0,22.0,418.0,41.8,459.8,122.0,122.0
2026-09-24_1201,34,1094,4000,2026-08-25,82.0,72.0,9,738.0,36.9,701.1,70.11,771.21,53.1,53.1
2026-09-09_1202,39,1091,4000,2026-08-10,91.0,80.0,1,91.0,9.1,81.9,8.19,90.09,1.9,1.9
2026-09-09_1202,39,1004,4000,2026-08-10,93.0,67.0,2,186.0,18.6,167.4,16.74,184.14,33.4,33.4
2026-09-09_1202,39,1080,4000,2026-08-10,85.0,74.0,3,255.0,25.5,229.5,22.95,252.45,7.5,7.5
2026-09-21_1203,6,1078,4000,2026-08-22,97.0,77.0,7,679.0,67.9,611.1,61.11,672.21,72.1,72.1
2026-09-21_1203,6,1007,4000,2026-08-22,81.0,54.0,8,648.0,64.8,583.2,58.32,641.52,151.2,151.2
2026-09-21_1203,6,1038,4000,2026-08-22,77.0,55.0,1,77.0,7.7,69.3,6.93,76.23,14.3,14.3
2026-09-26_1204,17,1068,4000,2026-08-27,86.0,72.0,2,172.0,17.2,154.8,15.48,170.28,10.8,10.8
2026-09-26_1204,17,1024,4000,2026-08-27,88.0,54.0,6,528.0,52.8,475.2,47.52,522.72,151.2,151.2
2026-09-26_1204,17,1098,4000,2026-08-27,72.0,37.0,10,720.0,72.0,648.0,64.8,712.8,278.0,278.0
2026-09-26_1205,24,1002,4000,2026-08-27,52.0,33.0,1,52.0,5.2,46.8,4.68,51.48,13.8,13.8
2026-09-26_1205,24,1016,4000,2026-08-27,65.0,30.0,1,65.0,6.5,58.5,5.85,64.35,28.5,28.5
2026-09-26_1205,24,1045,4000,2026-08-27,84.0,54.0,4,336.0,33.6,302.4,30.24,332.64,86.4,86.4
2026-09-29_1206,39,1078,4000,2026-08-30,97.0,77.0,3,291.0,29.1,261.9,26.19,288.09,30.9,30.9
2026-09-29_1206,39,1087,4000,2026-08-30,72.0,58.0,1,72.0,7.2,64.8,6.48,71.28,6.8,6.8
2026-09-29_1206,39,1091,4000,2026-08-30,91.0,80.0,10,910.0,91.0,819.0,81.9,900.9,19.0,19.0
2026-10-02_1207,50,1063,4000,2026-09-02,63.0,30.0,9,567.0,56.7,510.3,51.03,561.33,240.3,240.3
2026-10-02_1207,50,1018,4000,2026-09-02,81.0,54.0,1,81.0,8.1,72.9,7.29,80.19,18.9,18.9
2026-10-02_1207,50,1071,4000,2026-09-02,77.0,39.0,8,616.0,61.6,554.4,55.44,609.84,242.4,242.4
2026-09-05_1208,1,1094,4000,2026-08-06,82.0,72.0,4,328.0,32.8,295.2,29.52,324.72,7.2,7.2
2026-09-05_1208,1,1000,4000,2026-08-06,70.0,46.0,3,210.0,21.0,189.0,18.9,207.9,51.0,51.0
2026-09-05_1208,1,1064,4000,2026-08-06,67.0,34.0,8,536.0,53.6,482.4,48.24,530.64,210.4,210.4
2026-09-22_1209,13,1000,4000,2026-08-23,70.0,46.0,1,70.0,7.0,63.0,6.3,69.3,17.0,17.0
2026-09-22_1209,13,1052,4000,2026-08-23,89.0,77.0,6,534.0,53.4,480.6,48.06,528.66,18.6,18.6
2026-09-22_1209,13,1098,4000,2026-08-23,72.0,37.0,3,216.0,21.6,194.4,19.44,213.84,83.4,83.4
2026-09-16_1210,17,1040,4000,2026-08-17,51.0,36.0,6,306.0,30.6,275.4,27.54,302.94,59.4,59.4
2026-09-16_1210,17,1018,4000,2026-08-17,81.0,54.0,3,243.0,24.3,218.7,21.87,240.57,56.7,56.7
2026-09-16_1210,17,1083,4000,2026-08-17,81.0,44.0,6,486.0,48.6,437.4,43.74,481.14,173.4,173.4
2026-09-06_1211,25,1091,4000,2026-08-07,91.0,80.0,2,182.0,18.2,163.8,16.38,180.18,3.8,3.8
2026-09-06_1211,25,1096,4000,2026-08-07,51.0,39.0,5,255.0,25.5,229.5,22.95,252.45,34.5,34.5
2026-09-06_1211,25,1094,4000,2026-08-07,82.0,72.0,6,492.0,49.2,442.8,44.28,487.08,10.8,10.8
2026-09-11_1212,34,1060,4000,2026-08-12,86.0,66.0,3,258.0,25.8,232.2,23.22,255.42,34.2,34.2
2026-09-11_1212,34,1097,4000,2026-08-12,64.0,38.0,10,640.0,64.0,576.0,57.6,633.6,196.0,196.0
2026-09-11_1212,34,1098,4000,2026-08-12,72.0,37.0,2,144.0,14.4,129.6,12.96,142.56,55.6,55.6
2026-09-18_1213,35,1051,4000,2026-08-19,97.0,81.0,7,679.0,67.9,611.1,61.11,672.21,44.1,44.1
2026-09-18_1213,35,1016,4000,2026-08-19,65.0,30.0,3,195.0,19.5,175.5,17.55,193.05,85.5,85.5
2026-09-18_1213,35,1026,4000,2026-08-19,87.0,69.0,3,261.0,26.1,234.9,23.49,258.39,27.9,27.9
2026-09-24_1214,39,1017,4000,2026-08-25,100.0,75.0,2,200.0,20.0,180.0,18.0,198.0,30.0,30.0
2026-09-24_1214,39,1027,4000,2026-08-25,71.0,32.0,10,710.0,71.0,639.0,63.9,702.9,319.0,319.0
2026-09-24_1214,39,1012,4000,2026-08-25,89.0,57.0,9,801.0,80.1,720.9,72.09,792.99,207.9,207.9
2026-09-28_1215,1,1076,4000,2026-08-29,57.0,47.0,8,456.0,45.6,410.4,41.04,451.44,34.4,34.4
2026-09-28_1215,1,1012,4000,2026-08-29,89.0,57.0,9,801.0,80.1,720.9,72.09,792.99,207.9,207.9
2026-09-28_1215,1,1071,4000,2026-08-29,77.0,39.0,2,154.0,15.4,138.6,13.86,152.46,60.6,60.6
2026-09-23_1216,42,1087,4000,2026-08-24,72.0,58.0,8,576.0,57.6,518.4,51.84,570.24,54.4,54.4
2026-09-23_1216,42,1021,4000,2026-08-24,82.0,45.0,8,656.0,65.6,590.4,59.04,649.44,230.4,230.4
2026-09-23_1216,42,1084,4000,2026-08-24,77.0,45.0,10,770.0,77.0,693.0,69.3,762.3,243.0,243.0
2026-09-18_1217,30,1031,4000,2026-08-19,62.0,50.0,6,372.0,37.2,334.8,33.48,368.28,34.8,34.8
2026-09-18_1217,30,1020,4000,2026-08-19,74.0,37.0,4,296.0,29.6,266.4,26.64,293.04,118.4,118.4
2026-09-18_1217,30,1058,4000,2026-08-19,95.0,69.0,6,570.0,57.0,513.0,51.3,564.3,99.0,99.0
2026-09-24_1218,15,1027,4000,2026-08-25,71.0,32.0,3,213.0,21.3,191.7,19.17,210.87,95.7,95.7
2026-09-24_1218,15,1036,4000,2026-08-25,95.0,76.0,3,285.0,28.5,256.5,25.65,282.15,28.5,28.5
2026-09-24_1218,15,1095,4000,2026-08-25,98.0,88.0,6,588.0,58.8,529.2,52.92,582.12,1.2,1.2
2026-09-24_1219,20,1014,4000,2026-08-25,74.0,59.0,9,666.0,66.6,599.4,59.94,659.34,68.4,68.4
2026-09-24_1219,20,1020,4000,2026-08-25,74.0,37.0,6,444.0,44.4,399.6,39.96,439.56,177.6,177.6
2026-09-24_1219,20,1057,4000,2026-08-25,65.0,39.0,1,65.0,6.5,58.5,5.85,64.35,19.5,19.5
2026-09-12_1220,41,1026,4000,2026-08-13,87.0,69.0,8,696.0,69.6,626.4,62.64,689.04,74.4,74.4
2026-09-12_1220,41,1010,4000,2026-08-13,82.0,58.0,1,82.0,8.2,73.8,7.38,81.18,15.8,15.8
2026-09-12_1220,41,1042,4000,2026-08-13,59.0,31.0,1,59.0,5.9,53.1,5.31,58.41,22.1,22.1
2026-09-23_1221,48,1067,4000,2026-08-24,71.0,56.0,9,639.0,63.9,575.1,57.51,632.61,71.1,71.1
2026-09-23_1221,48,1068,4000,2026-08-24,86.0,72.0,5,430.0,43.0,387.0,38.7,425.7,27.0,27.0
2026-09-23_1221,48,1070,4000,2026-08-24,68.0,57.0,9,612.0,61.2,550.8,55.08,605.88,37.8,37.8
2026-09-21_1222,7,1028,4000,2026-08-22,53.0,27.0,5,265.0,26.5,238.5,23.85,262.35,103.5,103.5
2026-09-21_1222,7,1030,4000,2026-08-22,58.0,46.0,1,58.0,5.8,52.2,5.22,57.42,6.2,6.2
2026-09-21_1222,7,1010,4000,2026-08-22,82.0,58.0,2,164.0,16.4,147.6,14.76,162.36,31.6,31.6
2026-09-23_1223,18,1032,4000,2026-08-24,51.0,31.0,8,408.0,40.8,367.2,36.72,403.92,119.2,119.2
2026-09-23_1223,18,1019,4000,2026-08-24,100.0,72.0,8,800.0,80.0,720.0,72.0,792.0,144.0,144.0
2026-09-23_1223,18,1005,4000,2026-08-24,68.0,58.0,4,272.0,27.2,244.8,24.48,269.28,12.8,12.8
2026-09-22_1224,42,1026,4000,2026-08-23,87.0,69.0,10,870.0,87.0,783.0,78.3,861.3,93.0,93.0
2026-09-22_1224,42,1093,4000,2026-08-23,55.0,22.0,2,110.0,11.0,99.0,9.9,108.9,55.0,55.0
2026-09-22_1224,42,1025,4000,2026-08-23,67.0,43.0,7,469.0,46.9,422.1,42.21,464.31,121.1,121.1
2026-10-03_1225,4,1086,4000,2026-09-03,68.0,50.0,5,340.0,34.0,306.0,30.6,336.6,56.0,56.0
2026-10-03_1225,4,1018,4000,2026-09-03,81.0,54.0,6,486.0,48.6,437.4,43.74,481.14,113.4,113.4
2026-10-03_1225,4,1081,4000,2026-09-03,81.0,56.0,7,567.0,56.7,510.3,51.03,561.33,118.3,118.3
2026-09-13_1226,9,1095,4000,2026-08-14,98.0,88.0,8,784.0,78.4,705.6,70.56,776.16,1.6,1.6
2026-09-13_1226,9,1058,4000,2026-08-14,95.0,69.0,7,665.0,66.5,598.5,59.85,658.35,115.5,115.5
2026-09-13_1226,9,1042,4000,2026-08-14,59.0,31.0,1,59.0,5.9,53.1,5.31,58.41,22.1,22.1
2026-09-23_1227,47,1079,4000,2026-08-24,64.0,39.0,6,384.0,38.4,345.6,34.56,380.16,111.6,111.6
2026-09-23_1227,47,1071,4000,2026-08-24,77.0,39.0,6,462.0,46.2,415.8,41.58,457.38,181.8,181.8
2026-09-23_1227,47,1081,4000,2026-08-24,81.0,56.0,1,81.0,8.1,72.9,7.29,80.19,16.9,16.9
2026-09-27_1228,5,1077,4000,2026-08-28,84.0,62.0,4,336.0,33.6,302.4,30.24,332.64,54.4,54.4
2026-09-27_1228,5,1051,4000,2026-08-28,97.0,81.0,9,873.0,87.3,785.7,78.57,864.27,56.7,56.7
2026-09-27_1228,5,1009,4000,2026-08-28,60.0,30.0,9,540.0,54.0,486.0,48.6,534.6,216.0,216.0
2026-09-19_1229,19,1061,4000,2026-08-20,67.0,30.0,2,134.0,13.4,120.6,12.06,132.66,60.6,60.6
2026-09-19_1229,19,1055,4000,2026-08-20,51.0,14.0,8,408.0,40.8,367.2,36.72,403.92,255.2,255.2
2026-09-19_1229,19,1070,4000,2026-08-20,68.0,57.0,3,204.0,20.4,183.6,18.36,201.96,12.6,12.6
2026-09-25_1230,49,1036,4000,2026-08-26,95.0,76.0,1,95.0,9.5,85.5,8.55,94.05,9.5,9.5
2026-09-25_1230,49,1096,4000,2026-08-26,51.0,39.0,4,204.0,20.4,183.6,18.36,201.96,27.6,27.6
2026-09-25_1230,49,1046,4000,2026-08-26,92.0,72.0,8,736.0,73.6,662.4,66.24,728.64,86.4,86.4
2026-09-21_1231,28,1071,4000,2026-08-22,77.0,39.0,9,693.0,69.3,623.7,62.37,686.07,272.7,272.7
2026-09-21_1231,28,1024,4000,2026-08-22,88.0,54.0,8,704.0,70.4,633.6,63.36,696.96,201.6,201.6
2026-09-21_1231,28,1000,4000,2026-08-22,70.0,46.0,10,700.0,70.0,630.0,63.0,693.0,170.0,170.0
2026-09-09_1232,43,1023,4000,2026-08-10,62.0,44.0,10,620.0,62.0,558.0,55.8,613.8,118.0,118.0
2026-09-09_1232,43,1022,4000,2026-08-10,100.0,79.0,3,300.0,30.0,270.0,27.0,297.0,33.0,33.0
2026-09-09_1232,43,1065,4000,2026-08-10,93.0,60.0,4,372.0,37.2,334.8,33.48,368.28,94.8,94.8
2026-09-12_1233,14,1029,4000,2026-08-13,82.0,61.0,1,82.0,8.2,73.8,7.38,81.18,12.8,12.8
2026-09-12_1233,14,1076,4000,2026-08-13,57.0,47.0,6,342.0,34.2,307.8,30.78,338.58,25.8,25.8
2026-09-12_1233,14,1064,4000,2026-08-13,67.0,34.0,4,268.0,26.8,241.2,24.12,265.32,105.2,105.2
2026-09-28_1234,35,1004,4000,2026-08-29,93.0,67.0,6,558.0,55.8,502.2,50.22,552.42,100.2,100.2
2026-09-28_1234,35,1051,4000,2026-08-29,97.0,81.0,7,679.0,67.9,611.1,61.11,672.21,44.1,44.1
2026-09-28_1234,35,1089,4000,2026-08-29,53.0,15.0,4,212.0,21.2,190.8,19.08,209.88,130.8,130.8
2026-09-30_1235,8,1069,4000,2026-08-31,55.0,37.0,7,385.0,38.5,346.5,34.65,381.15,87.5,87.5
2026-09-30_1235,8,1047,4000,2026-08-31,85.0,74.0,10,850.0,85.0,765.0,76.5,841.5,25.0,25.0
2026-09-30_1235,8,1014,4000,2026-08-31,74.0,59.0,8,592.0,59.2,532.8,53.28,586.08,60.8,60.8
2026-09-22_1236,41,1030,4000,2026-08-23,58.0,46.0,8,464.0,46.4,417.6,41.76,459.36,49.6,49.6
2026-09-22_1236,41,1091,4000,2026-08-23,91.0,80.0,6,546.0,54.6,491.4,49.14,540.54,11.4,11.4
2026-09-22_1236,41,1051,4000,2026-08-23,97.0,81.0,10,970.0,97.0,873.0,87.3,960.3,63.0,63.0
2026-09-24_1237,28,1093,4000,2026-08-25,55.0,22.0,10,550.0,55.0,495.0,49.5,544.5,275.0,275.0
2026-09-24_1237,28,1081,4000,2026-08-25,81.0,56.0,3,243.0,24.3,218.7,21.87,240.57,50.7,50.7
2026-09-24_1237,28,1037,4000,2026-08-25,90.0,55.0,4,360.0,36.0,324.0,32.4,356.4,104.0,104.0
2026-10-03_1238,14,1068,4000,2026-09-03,86.0,72.0,6,516.0,51.6,464.4,46.44,510.84,32.4,32.4
2026-10-03_1238,14,1083,4000,2026-09-03,81.0,44.0,8,648.0,64.8,583.2,58.32,641.52,231.2,231.2
2026-10-03_1238,14,1053,4000,2026-09-03,65.0,49.0,8,520.0,52.0,468.0,46.8,514.8,76.0,76.0
2026-09-15_1239,28,1033,4000,2026-08-16,72.0,48.0,6,432.0,43.2,388.8,38.88,427.68,100.8,100.8
2026-09-15_1239,28,1051,4000,2026-08-16,97.0,81.0,10,970.0,97.0,873.0,87.3,960.3,63.0,63.0
2026-09-15_1239,28,1048,4000,2026-08-16,55.0,37.0,7,385.0,38.5,346.5,34.65,381.15,87.5,87.5
2026-09-15_1240,20,1009,4000,2026-08-16,60.0,30.0,2,120.0,12.0,108.0,10.8,118.8,48.0,48.0
2026-09-15_1240,20,1086,4000,2026-08-16,68.0,50.0,8,544.0,54.4,489.6,48.96,538.56,89.6,89.6
2026-09-15_1240,20,1064,4000,2026-08-16,67.0,34.0,8,536.0,53.6,482.4,48.24,530.64,210.4,210.4
2026-09-15_1241,36,1019,4000,2026-08-16,100.0,72.0,1,100.0,10.0,90.0,9.0,99.0,18.0,18.0
2026-09-15_1241,36,1077,4000,2026-08-16,84.0,62.0,1,84.0,8.4,75.6,7.56,83.16,13.6,13.6
2026-09-15_1241,36,1034,4000,2026-08-16,50.0,17.0,9,450.0,45.0,405.0,40.5,445.5,252.0,252.0
2026-09-27_1242,18,1021,4000,2026-08-28,82.0,45.0,1,82.0,8.2,73.8,7.38,81.18,28.8,28.8
2026-09-27_1242,18,1015,4000,2026-08-28,56.0,28.0,10,560.0,56.0,504.0,50.4,554.4,224.0,224.0
2026-09-27_1242,18,1084,4000,2026-08-28,77.0,45.0,8,616.0,61.6,554.4,55.44,609.84,194.4,194.4
2026-09-25_1243,7,1052,4000,2026-08-26,89.0,77.0,1,89.0,8.9,80.1,8.01,88.11,3.1,3.1
2026-09-25_1243,7,1049,4000,2026-08-26,75.0,54.0,2,150.0,15.0,135.0,13.5,148.5,27.0,27.0
2026-09-25_1243,7,1081,4000,2026-08-26,81.0,56.0,4,324.0,32.4,291.6,29.16,320.76,67.6,67.6
2026-09-07_1244,45,1020,4000,2026-08-08,74.0,37.0,1,74.0,7.4,66.6,6.66,73.26,29.6,29.6
2026-09-07_1244,45,1078,4000,2026-08-08,97.0,77.0,1,97.0,9.7,87.3,8.73,96.03,10.3,10.3
2026-09-07_1244,45,1017,4000,2026-08-08,100.0,75.0,3,300.0,30.0,270.0,27.0,297.0,45.0,45.0
2026-09-30_1245,43,1029,4000,2026-08-31,82.0,61.0,6,492.0,49.2,442.8,44.28,487.08,76.8,76.8
2026-09-30_1245,43,1004,4000,2026-08-31,93.0,67.0,2,186.0,18.6,167.4,16.74,184.14,33.4,33.4
2026-09-30_1245,43,1051,4000,2026-08-31,97.0,81.0,8,776.0,77.6,698.4,69.84,768.24,50.4,50.4
2026-09-11_1246,42,1071,4000,2026-08-12,77.0,39.0,1,77.0,7.7,69.3,6.93,76.23,30.3,30.3
2026-09-11_1246,42,1087,4000,2026-08-12,72.0,58.0,2,144.0,14.4,129.6,12.96,142.56,13.6,13.6
2026-09-11_1246,42,1061,4000,2026-08-12,67.0,30.0,9,603.0,60.3,542.7,54.27,596.97,272.7,272.7
2026-09-20_1247,38,1065,4000,2026-08-21,93.0,60.0,5,465.0,46.5,418.5,41.85,460.35,118.5,118.5
2026-09-20_1247,38,1014,4000,2026-08-21,74.0,59.0,1,74.0,7.4,66.6,6.66,73.26,7.6,7.6
2026-09-20_1247,38,1098,4000,2026-08-21,72.0,37.0,6,432.0,43.2,388.8,38.88,427.68,166.8,166.8
2026-09-23_1248,39,1068,4000,2026-08-24,86.0,72.0,8,688.0,68.8,619.2,61.92,681.12,43.2,43.2
2026-09-23_1248,39,1006,4000,2026-08-24,71.0,46.0,2,142.0,14.2,127.8,12.78,140.58,35.8,35.8
2026-09-23_1248,39,1098,4000,2026-08-24,72.0,37.0,6,432.0,43.2,388.8,38.88,427.68,166.8,166.8
2026-09-17_1249,8,1087,4000,2026-08-18,72.0,58.0,10,720.0,72.0,648.0,64.8,712.8,68.0,68.0
2026-09-17_1249,8,1020,4000,2026-08-18,74.0,37.0,1,74.0,7.4,66.6,6.66,73.26,29.6,29.6
2026-09-17_1249,8,1033,4000,2026-08-18,72.0,48.0,5,360.0,36.0,324.0,32.4,356.4,84.0,84.0
2026-09-17_1250,19,1036,4000,2026-08-18,95.0,76.0,5,475.0,47.5,427.5,42.75,470.25,47.5,47.5
2026-09-17_1250,19,1024,4000,2026-08-18,88.0,54.0,7,616.0,61.6,554.4,55.44,609.84,176.4,176.4
2026-09-17_1250,19,1050,4000,2026-08-18,58.0,26.0,5,290.0,29.0,261.0,26.1,287.1,131.0,131.0
2026-09-14_1251,39,1063,4000,2026-08-15,63.0,30.0,1,63.0,6.3,56.7,5.67,62.37,26.7,26.7
2026-09-14_1251,39,1073,4000,2026-08-15,58.0,30.0,9,522.0,52.2,469.8,46.98,516.78,199.8,199.8
2026-09-14_1251,39,1024,4000,2026-08-15,88.0,54.0,3,264.0,26.4,237.6,23.76,261.36,75.6,75.6
2026-09-07_1252,7,1074,4000,2026-08-08,88.0,74.0,2,176.0,17.6,158.4,15.84,174.24,10.4,10.4
2026-09-07_1252,7,1085,4000,2026-08-08,83.0,46.0,1,83.0,8.3,74.7,7.47,82.17,28.7,28.7
2026-09-07_1252,7,1037,4000,2026-08-08,90.0,55.0,6,540.0,54.0,486.0,48.6,534.6,156.0,156.0
2026-09-08_1253,11,1085,4000,2026-08-09,83.0,46.0,7,581.0,58.1,522.9,52.29,575.19,200.9,200.9
2026-09-08_1253,11,1063,4000,2026-08-09,63.0,30.0,6,378.0,37.8,340.2,34.02,374.22,160.2,160.2
2026-09-08_1253,11,1012,4000,2026-08-09,89.0,57.0,1,89.0,8.9,80.1,8.01,88.11,23.1,23.1
2026-09-25_1254,37,1006,4000,2026-08-26,71.0,46.0,9,639.0,63.9,575.1,57.51,632.61,161.1,161.1
2026-09-25_1254,37,1040,4000,2026-08-26,51.0,36.0,5,255.0,25.5,229.5,22.95,252.45,49.5,49.5
2026-09-25_1254,37,1011,4000,2026-08-26,82.0,69.0,7,574.0,57.4,516.6,51.66,568.26,33.6,33.6
2026-09-26_1255,15,1073,4000,2026-08-27,58.0,30.0,5,290.0,29.0,261.0,26.1,287.1,111.0,111.0
2026-09-26_1255,15,1007,4000,2026-08-27,81.0,54.0,6,486.0,48.6,437.4,43.74,481.14,113.4,113.4
2026-09-26_1255,15,1055,4000,2026-08-27,51.0,14.0,8,408.0,40.8,367.2,36.72,403.92,255.2,255.2
2026-09-26_1256,15,1062,4000,2026-08-27,60.0,47.0,1,60.0,6.0,54.0,5.4,59.4,7.0,7.0
2026-09-26_1256,15,1077,4000,2026-08-27,84.0,62.0,7,588.0,58.8,529.2,52.92,582.12,95.2,95.2
2026-09-26_1256,15,1059,4000,2026-08-27,62.0,51.0,3,186.0,18.6,167.4,16.74,184.14,14.4,14.4
2026-09-25_1257,27,1094,4000,2026-08-26,82.0,72.0,1,82.0,8.2,73.8,7.38,81.18,1.8,1.8
2026-09-25_1257,27,1013,4000,2026-08-26,79.0,40.0,3,237.0,23.7,213.3,21.33,234.63,93.3,93.3
2026-09-25_1257,27,1010,4000,2026-08-26,82.0,58.0,5,410.0,41.0,369.0,36.9,405.9,79.0,79.0
2026-10-01_1258,11,1099,4000,2026-09-01,77.0,60.0,1,77.0,7.7,69.3,6.93,76.23,9.3,9.3
2026-10-01_1258,11,1077,4000,2026-09-01,84.0,62.0,2,168.0,16.8,151.2,15.12,166.32,27.2,27.2
2026-10-01_1258,11,1025,4000,2026-09-01,67.0,43.0,1,67.0,6.7,60.3,6.03,66.33,17.3,17.3
2026-09-15_1259,19,1012,4000,2026-08-16,89.0,57.0,5,445.0,44.5,400.5,40.05,440.55,115.5,115.5
2026-09-15_1259,19,1021,4000,2026-08-16,82.0,45.0,3,246.0,24.6,221.4,22.14,243.54,86.4,86.4
2026-09-15_1259,19,1060,4000,2026-08-16,86.0,66.0,3,258.0,25.8,232.2,23.22,255.42,34.2,34.2
2026-10-02_1260,24,1071,4000,2026-09-02,77.0,39.0,5,385.0,38.5,346.5,34.65,381.15,151.5,151.5
2026-10-02_1260,24,1011,4000,2026-09-02,82.0,69.0,8,656.0,65.6,590.4,59.04,649.44,38.4,38.4
2026-10-02_1260,24,1028,4000,2026-09-02,53.0,27.0,7,371.0,37.1,333.9,33.39,367.29,144.9,144.9
2026-09-14_1261,4,1060,4000,2026-08-15,86.0,66.0,1,86.0,8.6,77.4,7.74,85.14,11.4,11.4
2026-09-14_1261,4,1022,4000,2026-08-15,100.0,79.0,5,500.0,50.0,450.0,45.0,495.0,55.0,55.0
2026-09-14_1261,4,1038,4000,2026-08-15,77.0,55.0,2,154.0,15.4,138.6,13.86,152.46,28.6,28.6
2026-09-11_1262,49,1092,4000,2026-08-12,51.0,14.0,9,459.0,45.9,413.1,41.31,454.41,287.1,287.1
2026-09-11_1262,49,1043,4000,2026-08-12,92.0,71.0,2,184.0,18.4,165.6,16.56,182.16,23.6,23.6
2026-09-11_1262,49,1036,4000,2026-08-12,95.0,76.0,10,950.0,95.0,855.0,85.5,940.5,95.0,95.0
2026-09-17_1263,30,1090,4000,2026-08-18,61.0,45.0,10,610.0,61.0,549.0,54.9,603.9,99.0,99.0
2026-09-17_1263,30,1016,4000,2026-08-18,65.0,30.0,4,260.0,26.0,234.0,23.4,257.4,114.0,114.0
2026-09-17_1263,30,1005,4000,2026-08-18,68.0,58.0,10,680.0,68.0,612.0,61.2,673.2,32.0,32.0
2026-09-15_1264,41,1086,4000,2026-08-16,68.0,50.0,5,340.0,34.0,306.0,30.6,336.6,56.0,56.0
2026-09-15_1264,41,1075,4000,2026-08-16,80.0,64.0,6,480.0,48.0,432.0,43.2,475.2,48.0,48.0
2026-09-15_1264,41,1094,4000,2026-08-16,82.0,72.0,3,246.0,24.6,221.4,22.14,243.54,5.4,5.4
2026-09-11_1265,2,1087,4000,2026-08-12,72.0,58.0,6,432.0,43.2,388.8,38.88,427.68,40.8,40.8
2026-09-11_1265,2,1076,4000,2026-08-12,57.0,47.0,8,456.0,45.6,410.4,41.04,451.44,34.4,34.4
2026-09-11_1265,2,1014,4000,2026-08-12,74.0,59.0,7,518.0,51.8,466.2,46.62,512.82,53.2,53.2
2026-09-17_1266,33,1011,4000,2026-08-18,82.0,69.0,9,738.0,73.8,664.2,66.42,730.62,43.2,43.2
2026-09-17_1266,33,1081,4000,2026-08-18,81.0,56.0,2,162.0,16.2,145.8,14.58,160.38,33.8,33.8
2026-09-17_1266,33,1089,4000,2026-08-18,53.0,15.0,9,477.0,47.7,429.3,42.93,472.23,294.3,294.3
2026-09-05_1267,3,1087,4000,2026-08-06,72.0,58.0,6,432.0,43.2,388.8,38.88,427.68,40.8,40.8
2026-09-05_1267,3,1094,4000,2026-08-06,82.0,72.0,1,82.0,8.2,73.8,7.38,81.18,1.8,1.8
2026-09-05_1267,3,1051,4000,2026-08-06,97.0,81.0,4,388.0,38.8,349.2,34.92,384.12,25.2,25.2
2026-09-17_1268,19,1077,4000,2026-08-18,84.0,62.0,7,588.0,58.8,529.2,52.92,582.12,95.2,95.2
2026-09-17_1268,19,1013,4000,2026-08-18,79.0,40.0,4,316.0,31.6,284.4,28.44,312.84,124.4,124.4
2026-09-17_1268,19,1029,4000,2026-08-18,82.0,61.0,8,656.0,65.6,590.4,59.04,649.44,102.4,102.4
2026-09-10_1269,32,1086,4000,2026-08-11,68.0,50.0,8,544.0,54.4,489.6,48.96,538.56,89.6,89.6
2026-09-10_1269,32,1099,4000,2026-08-11,77.0,60.0,2,154.0,15.4,138.6,13.86,152.46,18.6,18.6
2026-09-10_1269,32,1098,4000,2026-08-11,72.0,37.0,6,432.0,43.2,388.8,38.88,427.68,166.8,166.8
2026-09-07_1270,33,1004,4000,2026-08-08,93.0,67.0,5,465.0,46.5,418.5,41.85,460.35,83.5,83.5
2026-09-07_1270,33,1045,4000,2026-08-08,84.0,54.0,4,336.0,33.6,302.4,30.24,332.64,86.4,86.4
